student_id,age,gender,major,GPA,course_load,avg_course_grade,attendance_rate,enrollment_status,lms_logins_past_month,avg_session_duration_minutes,assignment_submission_rate,forum_participation_count,video_completion_rate,risk_level
S881,22,Other,Arts,3.72,3,67.0,0.92,Graduated,6,40,0.96,14,0.51,Low
S882,23,Male,Business,2.92,6,95.0,0.61,Active,35,71,0.95,19,0.73,High
S883,20,Female,Computer Science,3.88,5,89.5,0.99,Leave,24,37,0.61,10,0.53,Low
S884,25,Male,Computer Science,3.01,5,70.1,0.81,Active,10,34,0.77,4,0.59,Medium
S885,25,Female,Business,3.9,3,62.7,0.72,Active,13,34,0.98,0,0.78,High
S886,22,Female,Business,3.67,6,70.7,0.75,Graduated,28,84,0.75,10,0.93,Medium
S887,18,Other,Computer Science,2.72,3,96.5,0.63,Graduated,9,10,0.7,10,0.94,High
S888,23,Female,Arts,3.73,5,85.3,1.0,Active,4,68,0.74,5,0.53,Low
S889,21,Female,Engineering,2.22,3,88.8,0.62,Active,7,78,0.9,7,0.71,High
S890,18,Other,Engineering,3.85,6,70.3,0.86,Leave,4,83,0.74,1,0.79,Low
S891,24,Female,Engineering,3.26,5,88.8,0.78,Leave,23,51,0.89,14,0.57,Medium
S892,24,Other,Arts,2.11,4,61.1,0.98,Graduated,39,43,0.72,8,0.88,High
S893,18,Other,Computer Science,3.29,5,75.0,0.7,Leave,25,75,0.63,14,0.87,High
S894,22,Female,Business,3.95,4,85.1,0.81,Leave,5,27,0.66,7,0.95,Medium
S895,21,Female,Computer Science,2.14,3,65.8,0.79,Graduated,15,86,0.54,15,0.5,High
S896,21,Male,Arts,3.11,3,92.9,0.88,Leave,35,14,0.75,13,0.61,Low
S897,23,Other,Business,3.5,6,69.4,0.63,Active,11,29,0.57,14,0.91,High
S898,21,Male,Arts,3.62,4,86.1,0.68,Leave,10,75,0.91,19,0.84,High
S899,24,Female,Engineering,2.83,3,76.2,0.69,Graduated,2,84,0.71,12,0.95,High
S900,20,Male,Engineering,2.41,4,83.8,0.9,Active,36,71,0.88,8,0.53,High
S901,22,Other,Arts,2.08,3,64.3,0.68,Leave,5,41,0.98,0,0.8,High
S902,21,Male,Business,3.16,5,60.7,0.83,Active,18,67,0.92,5,0.78,Medium
S903,23,Other,Business,2.91,3,96.4,0.69,Active,17,59,0.98,7,0.52,High
S904,24,Female,Computer Science,3.9,6,70.8,0.94,Leave,15,47,0.78,19,0.76,Low
S905,20,Female,Engineering,2.12,5,92.8,0.98,Leave,22,64,0.58,17,0.8,High
S906,19,Other,Computer Science,3.37,6,100.0,0.81,Graduated,36,37,0.97,17,0.6,Medium
S907,19,Female,Computer Science,2.05,5,68.5,0.74,Graduated,8,83,0.93,16,0.64,High
S908,20,Female,Arts,2.34,4,70.6,0.69,Active,2,31,0.93,15,0.82,High
S909,24,Female,Arts,2.91,6,86.5,0.62,Graduated,7,52,0.85,12,0.73,High
S910,23,Female,Computer Science,2.91,3,98.6,0.71,Active,37,45,0.81,3,0.93,High
S911,20,Other,Engineering,3.37,4,96.6,0.86,Active,3,61,0.51,3,0.67,Low
S912,22,Male,Arts,3.82,3,80.1,0.81,Graduated,11,45,0.87,13,0.63,Medium
S913,22,Male,Computer Science,3.28,5,91.8,0.98,Graduated,30,37,0.55,4,0.99,Low
S914,19,Female,Computer Science,3.91,5,65.4,0.76,Graduated,24,87,0.63,15,0.96,Medium
S915,21,Male,Computer Science,3.76,3,99.1,0.88,Leave,15,67,0.78,13,0.51,Low
S916,23,Male,Computer Science,3.17,3,98.6,0.8,Active,13,45,0.73,13,0.89,Medium
S917,19,Female,Computer Science,3.67,4,66.5,0.81,Active,12,79,0.51,13,0.56,Medium
S918,21,Female,Computer Science,3.29,3,72.0,0.71,Active,6,18,0.91,13,0.51,High
S919,21,Male,Arts,2.16,6,64.0,0.78,Graduated,11,30,0.94,18,0.64,High
S920,25,Other,Engineering,3.48,6,70.9,0.79,Graduated,36,73,0.84,2,0.63,Medium
S921,22,Female,Computer Science,2.19,3,92.6,0.88,Graduated,3,85,0.77,16,0.91,High
S922,24,Other,Business,3.19,6,75.1,0.98,Graduated,1,70,0.98,13,0.86,Low
S923,18,Male,Arts,3.41,3,63.5,0.73,Graduated,34,49,0.56,9,0.99,High
S924,24,Female,Arts,2.13,4,73.7,0.62,Leave,2,65,0.87,12,0.86,High
S925,18,Other,Computer Science,2.46,6,99.3,0.8,Graduated,3,13,0.56,3,0.71,High
S926,20,Female,Arts,3.83,6,85.2,0.82,Active,37,40,0.69,10,0.85,Medium
S927,22,Male,Computer Science,3.23,3,76.6,0.67,Graduated,11,36,0.79,14,1.0,High
S928,21,Other,Engineering,2.49,6,66.7,0.9,Active,18,67,0.87,14,0.86,High
S929,23,Male,Engineering,3.38,5,99.4,0.99,Graduated,9,34,0.5,1,0.88,Low
S930,18,Male,Arts,3.19,4,92.8,0.98,Graduated,0,78,0.63,10,0.97,Low
S931,24,Female,Arts,3.0,4,71.3,0.68,Active,16,79,0.77,1,0.56,High
S932,21,Other,Business,3.95,6,62.8,0.95,Active,15,14,0.77,4,0.85,Low
S933,18,Male,Arts,3.37,6,62.3,0.88,Active,8,17,0.82,12,0.93,Low
S934,18,Male,Business,2.75,5,64.8,0.78,Active,8,18,0.65,0,0.98,Medium
S935,25,Other,Engineering,3.6,5,83.2,0.82,Leave,8,24,0.77,6,0.61,Medium
S936,18,Male,Engineering,3.77,6,97.2,0.94,Active,11,16,0.59,6,0.75,Low
S937,23,Male,Computer Science,2.25,6,79.9,0.79,Graduated,14,81,0.59,9,0.84,High
S938,22,Other,Engineering,2.4,5,93.7,0.75,Graduated,1,24,0.79,5,0.62,High
S939,23,Other,Business,2.43,3,77.8,0.8,Leave,10,46,0.84,19,0.8,High
S940,19,Other,Arts,3.38,5,88.3,0.83,Active,10,48,0.56,11,0.63,Medium
S941,21,Other,Computer Science,3.21,3,89.3,0.68,Graduated,7,15,0.56,12,0.67,High
S942,22,Female,Business,3.24,4,67.0,0.96,Leave,31,66,0.78,10,0.72,Low
S943,25,Other,Arts,3.88,4,74.4,0.87,Graduated,5,28,0.64,17,0.76,Low
S944,22,Female,Computer Science,3.55,5,85.5,0.85,Leave,19,72,0.7,1,0.72,Low
S945,22,Female,Engineering,2.26,3,62.8,0.64,Leave,38,40,0.7,15,0.75,High
S946,24,Female,Business,2.7,5,74.5,0.84,Active,34,84,0.59,1,0.65,Medium
S947,22,Male,Arts,2.87,5,81.4,0.65,Leave,7,88,0.5,18,0.58,High
S948,25,Female,Computer Science,2.79,3,99.8,0.63,Graduated,33,19,0.93,5,0.52,High
S949,23,Female,Computer Science,3.34,5,79.0,0.81,Graduated,18,76,0.86,0,0.6,Medium
S950,22,Male,Engineering,3.78,4,92.6,0.76,Active,6,71,0.85,10,0.79,Medium
S951,20,Male,Arts,2.61,6,77.3,0.84,Active,30,12,0.77,17,0.89,Medium
S952,21,Male,Engineering,3.1,6,91.9,0.64,Leave,17,27,0.85,9,0.58,High
S953,22,Other,Engineering,3.58,5,83.8,0.77,Active,39,34,0.97,17,0.55,Medium
S954,21,Male,Arts,2.83,3,95.5,0.67,Graduated,13,29,0.83,0,0.87,High
S955,20,Male,Arts,2.34,3,76.4,0.99,Graduated,38,67,0.63,18,0.65,High
S956,20,Female,Arts,2.95,4,84.2,0.82,Active,35,59,0.79,15,0.98,Medium
S957,21,Male,Business,2.11,3,85.2,0.87,Active,16,88,0.72,6,0.86,High
S958,18,Other,Arts,3.88,3,76.7,0.73,Active,36,19,0.78,14,0.66,High
S959,19,Male,Computer Science,2.15,4,65.8,0.64,Leave,8,30,0.76,0,0.64,High
S960,24,Other,Engineering,2.88,5,63.7,0.99,Leave,19,38,0.93,8,0.76,Medium
S961,18,Male,Business,3.06,6,60.7,0.71,Graduated,27,19,0.83,1,0.54,High
S962,18,Male,Arts,3.97,4,94.9,0.77,Leave,19,22,0.59,16,0.56,Medium
S963,23,Male,Business,2.33,5,69.5,0.86,Leave,35,56,0.53,9,0.59,High
S964,24,Male,Arts,2.23,4,68.5,0.61,Leave,26,32,0.71,5,0.89,High
S965,24,Other,Business,2.02,5,89.4,0.92,Leave,7,59,0.51,4,0.76,High
S966,18,Other,Engineering,2.31,4,72.8,0.81,Graduated,31,13,0.66,7,0.51,High
S967,22,Female,Engineering,2.41,5,80.2,0.71,Active,0,76,0.68,7,0.84,High
S968,23,Other,Computer Science,3.26,4,66.5,0.62,Graduated,16,62,0.69,4,0.71,High
S969,23,Male,Computer Science,2.44,5,98.4,0.66,Leave,8,11,0.99,11,0.76,High
S970,20,Female,Arts,2.04,4,94.1,0.96,Active,19,77,0.65,6,0.61,High
S971,25,Female,Engineering,3.65,6,94.6,0.87,Active,31,74,0.63,12,0.78,Low
S972,24,Female,Business,2.73,6,76.3,0.7,Active,1,88,0.56,12,0.99,High
S973,18,Male,Business,2.71,3,90.5,0.63,Graduated,31,66,0.76,16,0.54,High
S974,20,Other,Business,2.6,5,65.8,0.88,Active,8,79,0.58,3,0.64,Medium
S975,21,Male,Computer Science,3.95,4,60.3,0.83,Graduated,29,16,0.81,17,0.62,Medium
S976,19,Female,Business,2.34,5,60.8,0.76,Graduated,19,28,0.58,9,0.62,High
S977,25,Male,Computer Science,3.8,6,83.5,0.75,Leave,37,53,0.79,2,0.69,Medium
S978,25,Male,Computer Science,3.55,5,78.2,0.69,Leave,0,72,0.91,11,0.91,High
S979,25,Other,Arts,2.15,4,80.7,0.87,Active,4,74,0.52,0,0.96,High
S980,23,Other,Business,3.97,5,60.3,0.99,Active,34,48,0.71,10,0.6,Low
S981,21,Female,Business,2.54,4,76.9,0.67,Leave,35,35,0.73,17,0.77,High
S982,25,Male,Engineering,2.2,6,88.7,0.84,Graduated,0,53,0.9,12,0.82,High
S983,21,Male,Arts,3.66,6,77.7,0.77,Graduated,13,21,0.73,16,0.76,Medium
S984,22,Other,Engineering,3.41,6,89.3,0.78,Leave,8,31,0.78,7,0.72,Medium
S985,25,Male,Arts,3.23,3,69.3,0.7,Graduated,29,86,0.9,19,0.6,High
S986,19,Male,Business,2.31,6,92.5,0.93,Leave,23,23,0.78,18,0.74,High
S987,21,Male,Computer Science,2.96,5,83.5,0.79,Leave,3,39,0.68,16,0.7,Medium
S988,21,Other,Computer Science,3.56,3,68.4,0.82,Active,13,53,0.54,1,0.9,Medium
S989,19,Female,Computer Science,2.61,6,69.5,0.72,Active,24,47,0.86,2,0.88,High
S990,25,Female,Computer Science,2.62,5,85.1,0.67,Leave,3,68,0.94,2,0.57,High
S991,19,Male,Computer Science,2.01,5,93.2,0.63,Active,24,51,0.99,5,0.54,High
S992,21,Female,Engineering,2.35,5,76.6,0.89,Leave,9,61,0.96,9,0.95,High
S993,19,Other,Arts,3.75,4,70.3,0.68,Graduated,34,72,0.9,17,0.77,High
S994,21,Other,Business,2.88,3,94.7,0.88,Graduated,6,70,0.82,17,0.93,Medium
S995,21,Female,Engineering,3.97,5,86.8,0.76,Graduated,12,43,0.89,13,0.53,Medium
S996,22,Female,Arts,2.79,4,77.9,0.77,Graduated,3,48,0.72,15,0.76,Medium
S997,18,Male,Computer Science,3.43,6,79.5,0.79,Leave,35,50,0.8,6,0.77,Medium
S998,21,Female,Arts,2.56,5,68.2,0.75,Graduated,13,46,0.67,0,0.93,Medium
S999,25,Male,Arts,2.73,4,85.1,0.64,Graduated,17,74,0.66,16,0.55,High
S1000,20,Male,Computer Science,2.38,5,74.3,0.72,Graduated,7,88,0.88,4,0.62,High
S1001,23,Other,Computer Science,2.69,3,99.8,0.87,Graduated,31,41,0.73,0,0.7,Medium
S1002,24,Other,Computer Science,3.09,3,79.2,0.87,Leave,26,17,0.61,16,0.93,Low
S1003,18,Other,Business,3.98,6,79.4,0.71,Graduated,36,27,0.6,9,0.97,High
S1004,18,Other,Computer Science,3.33,5,82.6,0.78,Active,22,54,0.93,11,1.0,Medium
S1005,18,Female,Business,2.4,4,96.7,0.68,Active,6,42,0.84,19,0.98,High
S1006,22,Other,Computer Science,2.09,6,92.0,0.68,Active,11,14,0.77,1,0.5,High
S1007,21,Female,Business,2.25,5,78.0,0.61,Active,24,83,0.7,15,0.52,High
S1008,22,Other,Arts,3.13,6,88.7,0.96,Active,2,45,0.72,14,0.57,Low
S1009,21,Female,Engineering,3.53,4,83.4,0.68,Active,25,32,0.53,12,0.67,High
S1010,25,Male,Arts,3.88,6,79.7,0.69,Leave,3,49,0.73,17,0.91,High
S1011,22,Female,Arts,2.03,6,67.7,0.71,Active,35,14,0.9,19,0.95,High
S1012,22,Female,Computer Science,3.05,6,78.6,0.65,Graduated,14,43,0.69,13,0.59,High
S1013,23,Other,Business,2.94,5,69.8,0.86,Active,31,33,0.69,17,0.81,Medium
S1014,20,Female,Engineering,3.31,4,96.6,0.63,Leave,28,26,0.51,1,0.96,High
S1015,22,Male,Computer Science,3.12,3,73.4,0.65,Active,9,80,0.73,1,0.73,High
S1016,23,Male,Computer Science,3.37,5,98.1,0.86,Graduated,20,31,0.51,2,0.55,Low
S1017,19,Other,Computer Science,3.32,3,81.3,0.74,Graduated,15,24,0.79,4,0.73,High
S1018,20,Male,Arts,2.23,3,85.3,0.88,Leave,18,24,0.75,15,0.69,High
S1019,25,Female,Business,3.6,5,81.7,0.82,Leave,28,34,0.92,14,0.79,Medium
S1020,22,Male,Business,2.25,5,65.2,0.7,Leave,17,62,0.79,11,0.72,High
S1021,24,Other,Engineering,3.4,4,75.0,0.86,Leave,15,30,0.66,8,0.51,Low
S1022,18,Female,Business,2.83,4,64.0,0.65,Active,0,75,0.76,13,1.0,High
S1023,19,Other,Business,3.03,6,84.9,0.81,Active,1,41,0.85,15,0.77,Medium
S1024,19,Female,Computer Science,3.81,3,77.9,0.77,Graduated,14,30,0.55,10,0.74,Medium
S1025,25,Male,Computer Science,3.78,4,91.1,0.71,Leave,38,77,0.81,5,0.98,High
S1026,23,Other,Arts,3.64,6,68.8,0.84,Leave,27,53,0.96,9,0.58,Medium
S1027,19,Other,Computer Science,3.02,4,66.6,0.95,Active,0,75,0.65,7,0.59,Low
S1028,20,Female,Computer Science,3.47,5,76.3,1.0,Leave,4,23,0.81,15,0.9,Low
S1029,22,Other,Computer Science,3.03,4,97.1,0.84,Graduated,21,24,0.91,2,0.63,Medium
S1030,22,Female,Computer Science,3.74,3,88.4,0.76,Graduated,35,29,0.76,1,0.9,Medium
S1031,24,Female,Arts,2.81,4,76.8,0.69,Leave,12,43,0.86,15,0.64,High
S1032,25,Female,Computer Science,3.94,3,80.7,0.7,Graduated,0,45,0.66,18,0.52,High
S1033,18,Female,Engineering,3.86,5,63.4,0.79,Graduated,15,18,0.65,8,0.76,Medium
S1034,23,Male,Engineering,3.48,3,99.4,0.75,Active,21,80,0.83,15,0.6,Medium
S1035,18,Female,Engineering,2.56,4,86.7,0.97,Graduated,31,39,0.85,3,0.88,Medium
S1036,19,Other,Engineering,2.26,6,71.4,0.75,Leave,15,86,0.97,9,0.82,High
S1037,25,Male,Computer Science,3.71,5,83.4,0.75,Leave,14,72,0.61,18,0.96,Medium
S1038,24,Other,Engineering,2.33,4,64.4,0.75,Graduated,11,44,0.73,12,0.89,High
S1039,18,Male,Computer Science,3.71,5,98.6,0.93,Leave,0,22,0.63,17,0.59,Low
S1040,20,Female,Arts,2.98,5,67.0,0.86,Active,16,88,0.54,14,0.9,Medium
S1041,22,Male,Engineering,2.81,4,85.9,0.85,Graduated,27,55,0.7,3,0.82,Medium
S1042,19,Male,Business,3.81,4,69.8,0.73,Graduated,6,65,0.69,8,0.83,High
S1043,24,Other,Engineering,3.21,6,88.7,0.93,Graduated,8,18,0.64,3,0.92,Low
S1044,18,Other,Engineering,3.15,5,91.1,0.62,Leave,21,45,0.65,15,0.79,High
S1045,23,Female,Computer Science,3.12,5,86.9,0.95,Leave,25,12,0.68,14,0.73,Low
S1046,20,Male,Engineering,2.74,4,84.6,0.81,Graduated,11,28,0.99,1,0.82,Medium
S1047,20,Male,Business,3.57,3,95.7,0.76,Leave,6,37,0.89,13,0.65,Medium
S1048,18,Male,Computer Science,2.51,4,63.1,0.8,Leave,14,32,0.54,2,0.59,Medium
S1049,22,Female,Computer Science,3.88,5,73.2,0.87,Graduated,37,16,0.94,3,0.81,Low
S1050,18,Female,Arts,3.79,4,69.9,0.61,Graduated,20,85,0.82,0,0.62,High
S1051,19,Female,Arts,2.67,6,99.5,0.95,Leave,13,23,0.95,8,0.54,Medium
S1052,18,Female,Engineering,3.46,3,75.6,0.78,Graduated,1,55,0.67,16,0.5,Medium
S1053,20,Female,Arts,3.15,4,89.3,0.74,Graduated,7,24,0.73,13,0.8,High
S1054,24,Other,Arts,2.68,6,87.4,0.66,Graduated,5,76,0.95,16,0.68,High
S1055,18,Male,Arts,3.98,5,68.5,0.78,Graduated,36,24,0.64,0,0.88,Medium
S1056,22,Male,Computer Science,2.05,4,69.6,0.8,Leave,36,60,0.96,9,0.69,High
S1057,25,Male,Computer Science,2.51,5,71.3,0.76,Graduated,32,17,0.91,15,0.74,Medium
S1058,24,Male,Computer Science,3.04,6,76.4,0.87,Active,5,78,0.99,18,0.7,Low
S1059,23,Male,Arts,3.04,5,69.4,0.77,Graduated,25,71,0.66,2,0.83,Medium
S1060,21,Male,Computer Science,3.18,6,60.8,0.98,Active,38,60,0.62,11,0.68,Low
S1061,18,Male,Arts,3.5,6,95.2,0.84,Graduated,36,72,0.67,2,0.98,Medium
S1062,22,Male,Computer Science,3.25,6,98.6,0.92,Active,13,77,0.98,14,0.97,Low
S1063,24,Other,Computer Science,3.2,4,73.7,0.64,Active,36,87,0.67,16,0.92,High
S1064,22,Male,Business,2.11,5,73.5,0.76,Graduated,7,25,0.78,17,0.96,High
S1065,23,Other,Engineering,2.75,5,60.3,0.73,Graduated,38,33,0.7,6,0.72,High
S1066,20,Female,Arts,2.46,3,87.2,0.83,Graduated,12,15,0.7,18,0.77,High
S1067,22,Male,Business,2.53,3,93.0,0.94,Active,12,66,0.6,6,0.87,Medium
S1068,24,Female,Computer Science,3.11,3,65.9,0.63,Leave,39,40,0.77,4,0.85,High
S1069,22,Female,Arts,2.4,3,66.4,0.63,Leave,27,15,0.92,7,0.95,High
S1070,22,Female,Computer Science,2.59,5,91.6,0.94,Graduated,17,88,0.52,15,0.86,Medium
S1071,22,Other,Engineering,2.47,6,84.7,0.69,Leave,18,38,0.94,15,1.0,High
S1072,19,Female,Business,3.9,6,61.8,0.87,Leave,37,76,0.83,18,0.67,Low
S1073,19,Female,Engineering,3.89,4,84.9,0.82,Graduated,31,84,0.81,14,0.92,Medium
S1074,20,Female,Business,3.22,6,72.4,0.93,Active,21,12,0.81,6,0.85,Low
S1075,18,Male,Computer Science,3.85,5,74.7,0.65,Graduated,1,37,0.65,4,0.85,High
S1076,22,Male,Engineering,3.57,5,90.8,0.65,Leave,12,83,0.71,10,0.66,High
S1077,23,Other,Engineering,3.18,5,92.4,0.82,Active,22,57,0.9,9,0.89,Medium
S1078,18,Other,Computer Science,2.01,4,76.0,0.98,Leave,24,89,0.65,8,0.95,High
S1079,23,Male,Engineering,3.55,3,97.9,0.77,Active,27,19,0.74,0,0.61,Medium
S1080,18,Other,Arts,3.4,6,76.3,0.73,Leave,10,42,0.51,19,0.81,High
S1081,20,Male,Business,3.23,5,90.9,0.84,Graduated,32,76,0.87,0,0.7,Medium
S1082,22,Female,Business,3.52,5,79.4,0.97,Leave,23,78,0.71,7,0.99,Low
S1083,22,Female,Business,3.03,3,95.9,0.93,Leave,1,21,0.76,2,0.74,Low
S1084,21,Other,Arts,3.41,5,96.3,1.0,Active,29,66,0.56,1,0.61,Low
S1085,23,Male,Business,3.87,6,63.5,0.61,Leave,16,53,1.0,3,0.69,High
S1086,18,Male,Computer Science,2.75,4,97.5,0.65,Graduated,39,22,0.65,18,0.83,High
S1087,18,Other,Engineering,3.42,5,93.0,0.84,Graduated,33,33,0.82,10,0.54,Medium
S1088,25,Male,Arts,2.95,6,91.7,0.93,Graduated,37,53,0.79,4,0.8,Medium
S1089,25,Female,Business,3.35,5,68.0,0.71,Active,21,66,0.89,9,0.97,High
S1090,19,Other,Computer Science,3.53,3,92.2,0.7,Active,4,25,0.65,7,0.93,High
S1091,21,Other,Engineering,2.09,5,94.0,0.91,Leave,39,30,0.88,12,0.53,High
S1092,24,Male,Engineering,3.29,5,71.6,0.62,Leave,15,85,0.69,4,1.0,High
S1093,25,Other,Arts,2.45,4,98.1,0.75,Leave,12,60,0.71,11,0.85,High
S1094,24,Male,Arts,3.34,3,62.0,0.8,Active,25,30,0.84,12,0.58,Medium
S1095,19,Male,Arts,2.94,3,66.0,0.82,Active,30,69,0.89,7,0.51,Medium
S1096,19,Male,Computer Science,3.55,4,81.5,0.89,Leave,38,60,0.83,14,0.59,Low
S1097,19,Male,Computer Science,2.25,5,83.0,0.74,Active,22,30,0.95,12,0.92,High
S1098,23,Male,Arts,3.25,6,85.8,0.85,Active,11,15,0.64,0,0.51,Low
S1099,23,Other,Business,2.56,3,60.7,0.83,Graduated,13,82,0.95,5,0.62,Medium
S1100,20,Female,Engineering,3.71,3,98.4,0.82,Graduated,17,74,0.57,10,0.88,Medium
S1101,20,Female,Engineering,3.86,5,61.8,0.86,Leave,26,85,0.83,12,0.79,Low
S1102,19,Other,Computer Science,3.99,5,65.7,0.7,Leave,27,67,0.77,19,0.89,High
S1103,21,Other,Engineering,3.59,3,60.6,0.63,Graduated,17,87,0.75,0,0.87,High
S1104,18,Female,Business,3.51,5,82.7,0.65,Active,15,15,0.66,10,0.53,High
S1105,23,Female,Engineering,2.43,6,97.3,0.69,Leave,15,74,0.75,10,0.95,High
S1106,21,Female,Computer Science,2.67,3,86.6,0.8,Leave,12,43,0.58,7,0.61,Medium
S1107,22,Female,Computer Science,2.93,6,92.9,0.94,Leave,28,65,0.68,2,0.78,Medium
S1108,23,Female,Business,3.55,6,60.5,0.88,Active,8,84,0.55,18,0.82,Low
S1109,23,Male,Business,3.83,5,81.7,0.92,Graduated,25,12,0.79,11,0.58,Low
S1110,20,Other,Engineering,2.38,6,78.4,0.74,Leave,27,51,0.55,5,0.99,High
S1111,18,Male,Engineering,3.84,5,80.0,0.76,Graduated,12,71,0.58,7,0.74,Medium
S1112,18,Female,Computer Science,3.39,4,62.9,0.76,Graduated,35,15,0.54,4,0.53,Medium
S1113,25,Female,Business,3.22,5,87.4,0.68,Active,8,15,0.69,9,0.97,High
S1114,24,Female,Business,2.4,6,80.1,0.62,Active,13,72,0.92,15,0.79,High
S1115,24,Male,Business,2.11,4,90.6,0.84,Active,11,29,0.95,11,0.85,High
S1116,24,Male,Engineering,3.14,5,79.4,1.0,Active,31,30,0.54,16,0.76,Low
S1117,24,Female,Business,3.3,6,66.0,0.67,Active,37,11,0.82,5,0.92,High
S1118,22,Male,Computer Science,2.42,3,85.9,0.62,Active,2,65,0.84,8,0.52,High
S1119,22,Male,Computer Science,3.11,3,66.9,0.91,Leave,15,19,0.77,9,0.63,Low
S1120,23,Female,Engineering,3.71,5,94.9,0.7,Graduated,19,79,0.83,19,0.73,High
S1121,19,Male,Arts,3.67,5,84.5,0.93,Active,31,32,0.62,13,0.54,Low
S1122,20,Other,Engineering,3.85,3,66.3,0.88,Leave,22,39,0.74,13,0.85,Low
S1123,20,Other,Arts,2.73,6,98.5,0.98,Graduated,16,87,0.7,16,0.7,Medium
S1124,24,Other,Business,2.64,6,80.7,0.76,Active,15,46,0.54,15,0.64,Medium
S1125,23,Other,Engineering,3.5,6,62.9,0.86,Active,37,64,0.81,3,0.5,Low
S1126,25,Female,Computer Science,2.86,5,85.1,0.79,Leave,7,58,0.75,1,0.86,Medium
S1127,21,Female,Business,2.18,4,70.1,0.85,Graduated,18,43,0.64,15,0.92,High
S1128,19,Female,Computer Science,2.57,4,92.1,0.78,Active,29,53,0.74,0,0.7,Medium
S1129,23,Other,Business,2.84,4,92.7,0.68,Graduated,33,31,0.89,2,0.78,High
S1130,19,Other,Engineering,2.59,4,99.2,0.8,Leave,13,40,0.9,10,0.61,Medium
S1131,19,Male,Arts,2.66,4,80.1,0.81,Active,21,16,0.82,15,0.81,Medium
S1132,19,Male,Business,2.59,5,78.2,0.92,Graduated,16,30,0.73,17,0.51,Medium
S1133,23,Other,Arts,2.08,5,90.1,0.89,Leave,14,25,0.79,14,0.74,High
S1134,24,Other,Business,3.27,4,65.3,0.87,Leave,31,29,0.69,8,0.82,Low
S1135,20,Other,Computer Science,3.19,5,81.9,0.65,Active,12,52,0.56,11,0.96,High
S1136,20,Other,Computer Science,3.31,5,81.8,0.89,Graduated,20,53,0.69,17,0.69,Low
S1137,24,Male,Business,2.38,4,63.6,0.8,Active,39,56,0.77,4,0.88,High
S1138,19,Other,Arts,2.59,6,76.7,0.96,Active,32,28,0.8,7,0.8,Medium
S1139,21,Male,Engineering,3.24,5,94.1,0.97,Graduated,26,57,0.97,2,0.96,Low
S1140,18,Other,Engineering,3.2,6,94.2,0.62,Graduated,34,88,0.89,1,0.7,High
S1141,23,Other,Computer Science,3.01,5,64.0,0.93,Graduated,15,78,0.58,18,0.66,Low
S1142,18,Other,Engineering,2.7,5,63.6,0.62,Leave,27,20,0.59,7,0.94,High
S1143,25,Male,Computer Science,3.83,4,70.5,0.75,Leave,33,88,0.55,1,0.52,Medium
S1144,24,Male,Engineering,2.68,5,95.0,0.82,Graduated,0,38,0.87,18,0.57,Medium
S1145,21,Female,Business,2.91,3,65.2,0.66,Leave,30,54,0.85,0,0.54,High
S1146,23,Other,Computer Science,3.36,3,88.8,0.9,Active,35,77,0.99,12,0.92,Low
S1147,24,Female,Computer Science,3.09,4,64.0,0.6,Graduated,32,45,0.76,19,0.51,High
S1148,19,Female,Business,2.69,6,84.9,0.67,Active,32,57,0.91,16,0.93,High
S1149,20,Male,Computer Science,2.87,6,74.2,0.83,Graduated,38,24,0.79,2,0.73,Medium
S1150,18,Male,Engineering,3.59,6,91.6,0.89,Active,17,53,0.94,8,0.5,Low
S1151,22,Female,Engineering,2.56,3,69.3,0.97,Graduated,22,76,0.86,4,0.7,Medium
S1152,22,Other,Computer Science,2.28,6,85.6,0.88,Active,22,83,0.82,5,0.59,High
S1153,21,Male,Engineering,2.63,6,69.4,0.87,Graduated,14,49,0.78,3,0.81,Medium
S1154,19,Other,Arts,3.7,4,88.5,0.76,Graduated,25,23,0.86,16,0.84,Medium
S1155,25,Other,Computer Science,2.18,6,94.9,0.6,Leave,29,72,0.71,15,0.74,High
S1156,18,Female,Business,3.98,3,65.1,0.65,Active,24,60,0.55,15,0.52,High
S1157,19,Female,Arts,3.08,3,94.7,0.81,Leave,15,88,0.52,10,0.83,Medium
S1158,18,Female,Computer Science,3.97,3,83.7,0.87,Active,38,67,0.74,1,0.92,Low
S1159,21,Female,Business,3.88,4,65.1,0.77,Leave,13,24,0.8,16,0.86,Medium
S1160,21,Male,Engineering,2.91,4,77.1,0.89,Graduated,16,74,0.54,14,0.91,Medium
S1161,25,Male,Business,2.4,5,66.4,0.81,Leave,11,64,0.64,17,0.6,High
S1162,22,Female,Arts,2.33,6,88.0,0.63,Leave,28,85,0.66,9,0.94,High
S1163,19,Male,Engineering,2.48,4,90.4,0.68,Graduated,31,19,0.78,5,0.66,High
S1164,23,Female,Computer Science,3.42,3,64.2,0.94,Leave,23,51,0.64,15,0.51,Low
S1165,22,Other,Engineering,2.55,3,80.2,0.89,Graduated,12,20,0.55,4,0.92,Medium
S1166,19,Other,Computer Science,2.68,4,92.6,0.96,Active,19,25,0.58,11,0.97,Medium
S1167,22,Other,Computer Science,2.9,4,97.4,0.65,Leave,14,82,0.59,5,0.83,High
S1168,23,Female,Business,3.83,4,80.5,1.0,Graduated,3,87,0.92,13,0.62,Low
